Java,Clean_Java
"public ReaderSlice(int start, int length, int readerIndex) {this.start = start;this.length = length;this.readerIndex = readerIndex;}",public ReaderSliceint start int length int readerIndex thisstart  startthislength  lengththisreaderIndex  readerIndex
public AddTagsResult addTags(AddTagsRequest request) {request = beforeClientExecution(request);return executeAddTags(request);},public AddTagsResult addTagsAddTagsRequest request request  beforeClientExecutionrequestreturn executeAddTagsrequest
public static URI create(String uri) {try {return new URI(uri);} catch (URISyntaxException e) {throw new IllegalArgumentException(e.getMessage());}},public static URI createString uri try return new URIuri catch URISyntaxException e throw new IllegalArgumentExceptionegetMessage
public UpdateConfigurationSetTrackingOptionsResult updateConfigurationSetTrackingOptions(UpdateConfigurationSetTrackingOptionsRequest request) {request = beforeClientExecution(request);return executeUpdateConfigurationSetTrackingOptions(request);},public UpdateConfigurationSetTrackingOptionsResult updateConfigurationSetTrackingOptionsUpdateConfigurationSetTrackingOptionsRequest request request  beforeClientExecutionrequestreturn executeUpdateConfigurationSetTrackingOptionsrequest
"public void recycleByteBlocks(byte[][] blocks, int start, int end) {bytesUsed.addAndGet(-((end-start)* blockSize));for (int i = start; i < end; i++) {blocks[i] = null;}}",public void recycleByteBlocksbyte blocks int start int end bytesUsedaddAndGetendstart blockSizefor int i  start i  end i blocksi  null
public DoubleBuffer compact() {throw new ReadOnlyBufferException();},public DoubleBuffer compact throw new ReadOnlyBufferException
public GetVoiceConnectorStreamingConfigurationResult getVoiceConnectorStreamingConfiguration(GetVoiceConnectorStreamingConfigurationRequest request) {request = beforeClientExecution(request);return executeGetVoiceConnectorStreamingConfiguration(request);},public GetVoiceConnectorStreamingConfigurationResult getVoiceConnectorStreamingConfigurationGetVoiceConnectorStreamingConfigurationRequest request request  beforeClientExecutionrequestreturn executeGetVoiceConnectorStreamingConfigurationrequest
public boolean hasNext() {return pos + 1 < size();},public boolean hasNext return pos  1  size
public double getRKNumberAt(int coffset) {return RKUtil.decodeNumber(field_3_rks[coffset].rk);},public double getRKNumberAtint coffset return RKUtildecodeNumberfield3rkscoffsetrk
public ReimportApiResult reimportApi(ReimportApiRequest request) {request = beforeClientExecution(request);return executeReimportApi(request);},public ReimportApiResult reimportApiReimportApiRequest request request  beforeClientExecutionrequestreturn executeReimportApirequest
public boolean hasNext() {return link.previous != list.voidLink;},public boolean hasNext return linkprevious  listvoidLink
"public void fill(BytesRef b, long start) {final int index = (int) (start >> blockBits);final int offset = (int) (start & blockMask);final byte[] block = b.bytes = blocks[index];if ((block[offset] & 128) == 0) {b.length = block[offset];b.offset = offset+1;} else {b.length = ((block[offset] & 0x7f) << 8) | (block[1+offset] & 0xff);b.offset = offset+2;assert b.length > 0;}}",public void fillBytesRef b long start final int index  int start  blockBitsfinal int offset  int start  blockMaskfinal byte block  bbytes  blocksindexif blockoffset  128  0 blength  blockoffsetboffset  offset1 else blength  blockoffset  0x7f  8  block1offset  0xffboffset  offset2assert blength  0
"public void trimToSize() {if (n < array.length) {byte[] aux = new byte[n];System.arraycopy(array, 0, aux, 0, n);array = aux;}}",public void trimToSize if n  arraylength byte aux  new bytenSystemarraycopyarray 0 aux 0 narray  aux
public SubmoduleUpdateCommand submoduleUpdate() {return new SubmoduleUpdateCommand(repo);},public SubmoduleUpdateCommand submoduleUpdate return new SubmoduleUpdateCommandrepo
"public static ShortBuffer wrap(short[] array, int start, int shortCount) {Arrays.checkOffsetAndCount(array.length, start, shortCount);ShortBuffer buf = new ReadWriteShortArrayBuffer(array);buf.position = start;buf.limit = start + shortCount;return buf;}",public static ShortBuffer wrapshort array int start int shortCount ArrayscheckOffsetAndCountarraylength start shortCountShortBuffer buf  new ReadWriteShortArrayBufferarraybufposition  startbuflimit  start  shortCountreturn buf
public GetVpcLinksResult getVpcLinks(GetVpcLinksRequest request) {request = beforeClientExecution(request);return executeGetVpcLinks(request);},public GetVpcLinksResult getVpcLinksGetVpcLinksRequest request request  beforeClientExecutionrequestreturn executeGetVpcLinksrequest
public RemoveResourcePermissionResult removeResourcePermission(RemoveResourcePermissionRequest request) {request = beforeClientExecution(request);return executeRemoveResourcePermission(request);},public RemoveResourcePermissionResult removeResourcePermissionRemoveResourcePermissionRequest request request  beforeClientExecutionrequestreturn executeRemoveResourcePermissionrequest
public ListIndexResult listIndex(ListIndexRequest request) {request = beforeClientExecution(request);return executeListIndex(request);},public ListIndexResult listIndexListIndexRequest request request  beforeClientExecutionrequestreturn executeListIndexrequest
public List<Integer> toList() {List<Integer> values = new ArrayList<Integer>();int n = intervals.size();for (int i = 0; i < n; i++) {Interval I = intervals.get(i);int a = I.a;int b = I.b;for (int v=a; v<=b; v++) {values.add(v);}}return values;},public ListInteger toList ListInteger values  new ArrayListIntegerint n  intervalssizefor int i  0 i  n i Interval I  intervalsgetiint a  Iaint b  Ibfor int va vb v valuesaddvreturn values
"public CreateCustomerGatewayRequest(GatewayType type, String publicIp, Integer bgpAsn) {setType(type.toString());setPublicIp(publicIp);setBgpAsn(bgpAsn);}",public CreateCustomerGatewayRequestGatewayType type String publicIp Integer bgpAsn setTypetypetoStringsetPublicIppublicIpsetBgpAsnbgpAsn
"public int getWeekNo(Calendar cal, int weekStartOn) {if (weekStartOn == 1) {cal.setFirstDayOfWeek(Calendar.SUNDAY);} else {cal.setFirstDayOfWeek(Calendar.MONDAY);}return cal.get(Calendar.WEEK_OF_YEAR);}",public int getWeekNoCalendar cal int weekStartOn if weekStartOn  1 calsetFirstDayOfWeekCalendarSUNDAY else calsetFirstDayOfWeekCalendarMONDAYreturn calgetCalendarWEEKOFYEAR
"public String toString() {String s = ""o:""+offset+"" p:""+position+"" c:""+count;if (rptGroup >=0 ) {s += "" rpt:""+rptGroup+"",i""+rptInd;}return s;}",public String toString String s  ooffset pposition ccountif rptGroup 0  s   rptrptGroupirptIndreturn s
@Override public ListIterator<E> listIterator() {return listIterator(0);},Override public ListIteratorE listIterator return listIterator0
public GetUserEndpointsResult getUserEndpoints(GetUserEndpointsRequest request) {request = beforeClientExecution(request);return executeGetUserEndpoints(request);},public GetUserEndpointsResult getUserEndpointsGetUserEndpointsRequest request request  beforeClientExecutionrequestreturn executeGetUserEndpointsrequest
public UAX29URLEmailTokenizerImpl(java.io.Reader in) {this.zzReader = in;},public UAX29URLEmailTokenizerImpljavaioReader in thiszzReader  in
"public ResetCommand addPath(String path) {if (mode != null)throw new JGitInternalException(MessageFormat.format(JGitText.get().illegalCombinationOfArguments, ""<paths>..."", ""[--mixed | --soft | --hard]"")); filepaths.add(path);return this;}",public ResetCommand addPathString path if mode  nullthrow new JGitInternalExceptionMessageFormatformatJGitTextgetillegalCombinationOfArguments paths mixed  soft  hard filepathsaddpathreturn this
"public org.apache.poi.hssf.record.Record findNextRecordBySid(short sid, int pos) {int matches = 0;for (org.apache.poi.hssf.record.Record record : records.getRecords() ) {if (record.getSid() == sid && matches++ == pos) {return record;}}return null;}",public orgapachepoihssfrecordRecord findNextRecordBySidshort sid int pos int matches  0for orgapachepoihssfrecordRecord record  recordsgetRecords  if recordgetSid  sid  matches  pos return recordreturn null
public int[] toArray() {return toIntegerList().toArray();},public int toArray return toIntegerListtoArray
public GetDomainNamesResult getDomainNames(GetDomainNamesRequest request) {request = beforeClientExecution(request);return executeGetDomainNames(request);},public GetDomainNamesResult getDomainNamesGetDomainNamesRequest request request  beforeClientExecutionrequestreturn executeGetDomainNamesrequest
public UpdateTemplateAliasResult updateTemplateAlias(UpdateTemplateAliasRequest request) {request = beforeClientExecution(request);return executeUpdateTemplateAlias(request);},public UpdateTemplateAliasResult updateTemplateAliasUpdateTemplateAliasRequest request request  beforeClientExecutionrequestreturn executeUpdateTemplateAliasrequest
public String getReceivePack() {return receivePack;},public String getReceivePack return receivePack
public synchronized Set<K> keySet() {Set<K> ks = keySet;return (ks != null) ? ks : (keySet = new KeySet());},public synchronized SetK keySet SetK ks  keySetreturn ks  null  ks  keySet  new KeySet
"public AssociateAddressRequest(String instanceId, String publicIp) {setInstanceId(instanceId);setPublicIp(publicIp);}",public AssociateAddressRequestString instanceId String publicIp setInstanceIdinstanceIdsetPublicIppublicIp
public static CharBuffer wrap(CharSequence chseq) {return new CharSequenceAdapter(chseq);},public static CharBuffer wrapCharSequence chseq return new CharSequenceAdapterchseq
"public void reset() {reset(true, true);}",public void reset resettrue true
"public static double nChooseK(int n, int k) {double d = 1;if (n<0 || k<0 || n<k) {d= Double.NaN;}else {int minnk = Math.min(n-k, k);int maxnk = Math.max(n-k, k);for (int i=maxnk; i<n; i++) {d *= i+1;}d /= factorial(minnk);}return d;}",public static double nChooseKint n int k double d  1if n0  k0  nk d DoubleNaNelse int minnk  Mathminnk kint maxnk  Mathmaxnk kfor int imaxnk in i d  i1d  factorialminnkreturn d
"public static String toHex(String value) {return (value == null || value.length() == 0)? ""[]"": toHex(value.getBytes(LocaleUtil.CHARSET_1252));}",public static String toHexString value return value  null  valuelength  0  toHexvaluegetBytesLocaleUtilCHARSET1252
public String getAccessSecret() {return getCredentials().getAccessKeySecret();},public String getAccessSecret return getCredentialsgetAccessKeySecret
"public static BoundSheetRecord[] orderByBofPosition(List<BoundSheetRecord> boundSheetRecords) {BoundSheetRecord[] bsrs = new BoundSheetRecord[boundSheetRecords.size()];boundSheetRecords.toArray(bsrs);Arrays.sort(bsrs, BoundSheetRecord::compareRecords);return bsrs;}",public static BoundSheetRecord orderByBofPositionListBoundSheetRecord boundSheetRecords BoundSheetRecord bsrs  new BoundSheetRecordboundSheetRecordssizeboundSheetRecordstoArraybsrsArrayssortbsrs BoundSheetRecordcompareRecordsreturn bsrs
public DeleteNotebookInstanceResult deleteNotebookInstance(DeleteNotebookInstanceRequest request) {request = beforeClientExecution(request);return executeDeleteNotebookInstance(request);},public DeleteNotebookInstanceResult deleteNotebookInstanceDeleteNotebookInstanceRequest request request  beforeClientExecutionrequestreturn executeDeleteNotebookInstancerequest
public DTDHandler getDTDHandler () {return (theDTDHandler == this) ? null : theDTDHandler;},public DTDHandler getDTDHandler  return theDTDHandler  this  null  theDTDHandler
"public static File resolve(File directory, FS fs) {if (isGitRepository(directory, fs))return directory;if (isGitRepository(new File(directory, Constants.DOT_GIT), fs))return new File(directory, Constants.DOT_GIT);final String name = directory.getName();final File parent = directory.getParentFile();if (isGitRepository(new File(parent, name + Constants.DOT_GIT_EXT), fs))return new File(parent, name + Constants.DOT_GIT_EXT);return null;}",public static File resolveFile directory FS fs if isGitRepositorydirectory fsreturn directoryif isGitRepositorynew Filedirectory ConstantsDOTGIT fsreturn new Filedirectory ConstantsDOTGITfinal String name  directorygetNamefinal File parent  directorygetParentFileif isGitRepositorynew Fileparent name  ConstantsDOTGITEXT fsreturn new Fileparent name  ConstantsDOTGITEXTreturn null
public WorkflowTypeInfos listWorkflowTypes(ListWorkflowTypesRequest request) {request = beforeClientExecution(request);return executeListWorkflowTypes(request);},public WorkflowTypeInfos listWorkflowTypesListWorkflowTypesRequest request request  beforeClientExecutionrequestreturn executeListWorkflowTypesrequest
